PetType,Breed,AgeMonths,Color,Size,WeightKg,Vaccinated,HealthCondition,TimeInShelterDays,AdoptionFee,PreviousOwner,AdoptionLikelihood
Rabbit,Golden Retriever,171,Brown,Medium,20.99951707010828,0,1,2,244,0,0
Rabbit,Siamese,170,Orange,Medium,9.740362077224418,0,0,15,7,0,0
Bird,Golden Retriever,104,Gray,Large,19.15353350362065,0,0,17,192,0,0
Rabbit,Poodle,66,Orange,Large,5.365793053804516,1,0,16,317,0,0
Rabbit,Poodle,55,Brown,Small,14.602161353312924,0,0,28,390,1,0
Rabbit,Parakeet,176,White,Large,15.62831763583967,1,0,85,6,0,0
Cat,Labrador,91,Orange,Medium,17.96725667482327,0,0,72,135,0,1
Bird,Siamese,22,Black,Small,15.881930473586367,0,0,10,18,0,0
Rabbit,Parakeet,101,Gray,Medium,15.375032336632705,1,0,10,400,0,1
Dog,Siamese,155,Orange,Small,10.649290465531813,1,0,10,138,1,0
Dog,Labrador,121,Gray,Medium,3.0642268532245005,1,0,73,366,0,1
Dog,Golden Retriever,93,Black,Large,3.596085707108427,1,0,28,488,0,0
Bird,Golden Retriever,108,White,Medium,13.579569957807456,0,0,24,176,1,0
Bird,Labrador,141,White,Small,11.318000706808798,1,0,19,10,0,1
Dog,Parakeet,173,Black,Medium,15.967909335560435,0,0,68,485,0,0
Rabbit,Labrador,10,Gray,Small,9.840306908431742,0,0,56,40,0,1
Bird,Persian,9,Orange,Medium,20.94939265220441,1,0,67,445,0,1
Dog,Poodle,155,Black,Large,26.05468983827581,1,0,42,113,1,0
Dog,Parakeet,34,Brown,Large,9.667032474819164,1,0,12,179,0,0
Rabbit,Siamese,129,Gray,Medium,6.596536230231829,0,1,18,193,0,0
Cat,Persian,160,White,Medium,4.369236653368585,1,0,23,195,0,1
Bird,Parakeet,89,Black,Medium,18.87136717655356,1,1,84,497,0,0
Rabbit,Labrador,93,White,Small,13.871823743076511,1,0,6,347,0,1
Dog,Labrador,71,Gray,Medium,6.452455798692379,0,1,53,224,0,0
Dog,Labrador,67,White,Medium,19.94096526546381,0,0,42,330,0,1
Rabbit,Labrador,148,Black,Small,5.306012307153248,1,0,66,322,0,1
Bird,Siamese,117,Gray,Large,17.074720469590623,1,1,30,423,1,0
Cat,Persian,94,Brown,Medium,16.287303067132676,1,0,9,260,0,1
Cat,Golden Retriever,163,Black,Medium,22.292606234396416,1,0,42,115,0,1
Dog,Poodle,99,Orange,Large,2.598179558279336,0,0,34,468,0,0
Bird,Siamese,113,Black,Large,26.74831502368858,1,1,40,149,1,0
Cat,Siamese,103,Gray,Small,21.386760058257764,1,0,88,117,1,0
Bird,Golden Retriever,91,Black,Medium,7.267653952114104,0,0,17,164,1,0
Bird,Golden Retriever,90,Brown,Medium,6.31875510968245,0,0,29,251,0,0
Dog,Poodle,17,Brown,Small,13.51814621016972,1,0,50,266,1,1
Cat,Poodle,18,Orange,Large,24.70939455679331,1,0,76,43,0,1
Rabbit,Golden Retriever,173,White,Small,25.445549801034108,1,0,49,469,0,0
Dog,Labrador,116,Gray,Large,16.093226672042107,0,1,73,488,0,0
Cat,Siamese,93,Gray,Small,25.963515017915388,1,0,61,180,1,0
Cat,Parakeet,91,White,Large,1.1578675665590266,0,0,83,76,1,0
Cat,Poodle,82,Brown,Small,2.020064314416301,1,0,46,373,1,0
Cat,Poodle,68,Brown,Large,27.44282621546554,1,0,46,115,1,0
Cat,Golden Retriever,114,Black,Large,23.484625966691564,0,0,17,444,0,0
Bird,Persian,1,Orange,Large,14.070475689261183,0,0,66,66,0,0
Dog,Parakeet,58,Orange,Large,22.854693812861623,1,0,5,12,0,0
Bird,Parakeet,154,Orange,Large,28.713544389979223,1,0,54,91,1,0
Rabbit,Poodle,109,Black,Medium,23.390596192557265,0,0,16,245,0,0
Cat,Labrador,148,Orange,Large,25.428768680731334,1,0,81,266,1,1
Dog,Persian,116,White,Medium,23.05759086031179,1,0,7,138,0,1
Cat,Parakeet,87,Black,Large,5.878121680572706,0,0,8,340,0,0
Dog,Poodle,10,White,Medium,25.173649179726365,1,0,72,243,0,1
Bird,Parakeet,59,Black,Medium,6.658155780702091,1,0,87,340,0,1
Dog,Persian,41,Orange,Small,26.885728513280263,1,1,82,390,1,0
Rabbit,Persian,105,White,Large,14.3008470443512,1,0,38,272,0,0
Rabbit,Siamese,133,White,Small,20.632325817019822,0,0,54,303,0,0
Dog,Golden Retriever,122,White,Small,15.41998458853866,1,0,76,397,0,0
Dog,Golden Retriever,145,Black,Large,3.725736953081459,1,1,15,190,0,0
Dog,Poodle,22,Gray,Small,9.430946920999288,1,0,50,447,0,1
Dog,Persian,98,Orange,Large,29.52822376591317,1,1,56,96,0,0
Rabbit,Siamese,169,White,Small,28.860727798424705,0,0,9,330,1,0
Cat,Siamese,68,Gray,Large,10.294120032010872,1,1,8,204,0,0
Dog,Parakeet,139,Orange,Large,29.892607323111548,1,0,19,448,0,0
Dog,Parakeet,56,Orange,Large,25.52098466941009,0,0,51,417,0,0
Rabbit,Siamese,179,White,Medium,18.717825483535385,1,0,72,136,0,1
Rabbit,Parakeet,149,White,Small,2.163613987569275,1,1,57,76,0,0
Bird,Persian,99,Black,Medium,27.141958056613007,1,0,68,383,0,1
Dog,Labrador,76,Gray,Small,17.165449098665274,0,0,31,36,0,0
Bird,Persian,26,Gray,Small,26.18580838488032,0,0,3,285,0,0
Rabbit,Siamese,115,White,Small,25.198444477266527,1,0,83,424,0,0
Rabbit,Siamese,147,Orange,Medium,25.157180240831497,1,0,43,428,1,1
Cat,Persian,109,White,Small,21.247041960732247,1,0,29,484,1,0
Dog,Parakeet,47,Orange,Medium,9.45103902160541,1,0,10,302,0,1
Bird,Parakeet,71,Orange,Large,10.748647474591076,0,1,12,134,0,0
Rabbit,Golden Retriever,154,White,Small,9.945607164897904,1,0,46,141,0,0
Rabbit,Siamese,40,Brown,Small,1.5813339864443765,1,0,30,253,0,0
Bird,Poodle,133,Gray,Large,17.894498367229524,1,0,82,47,1,0
Cat,Golden Retriever,149,Orange,Large,21.266176442934952,0,1,88,254,1,0
Rabbit,Parakeet,132,Orange,Small,25.762113812230904,0,0,32,133,0,0
Dog,Persian,23,Brown,Large,5.064797568099181,1,0,73,289,0,1
Rabbit,Parakeet,106,Black,Medium,16.78131132032725,0,1,47,207,0,0
Dog,Persian,84,Brown,Medium,1.232236079539703,0,0,88,498,0,0
Bird,Golden Retriever,143,Brown,Small,3.7577157836111543,0,0,63,100,1,0
Dog,Siamese,116,Orange,Medium,2.572140581973799,1,0,26,483,0,1
Bird,Parakeet,109,Gray,Medium,22.03886298644912,1,1,3,45,0,0
Dog,Persian,136,Brown,Small,3.3507273524504915,1,0,23,442,0,0
Bird,Siamese,41,Black,Large,21.77713646520491,0,0,75,69,0,0
Dog,Poodle,112,White,Small,8.239116427906918,1,0,74,135,0,0
Cat,Persian,147,Brown,Medium,26.453675860211245,0,0,50,279,0,0
Dog,Golden Retriever,112,Brown,Small,24.58134966255061,1,1,36,66,0,0
Dog,Poodle,103,Black,Small,28.77707630678302,1,0,13,3,1,0
Cat,Poodle,46,Gray,Medium,26.629098448282924,1,0,29,223,1,1
Rabbit,Labrador,156,Brown,Medium,28.06655315437407,0,1,38,0,0,0
Rabbit,Parakeet,68,Brown,Small,25.903529498885923,0,0,77,289,1,0
Dog,Persian,122,Gray,Medium,21.108075117830808,1,0,84,108,0,1
Cat,Poodle,15,Black,Medium,5.9375154116376425,1,1,5,264,1,1
Dog,Labrador,165,Brown,Medium,8.879518046768695,0,0,20,62,1,1
Bird,Golden Retriever,129,Gray,Medium,7.169082017777919,1,0,78,459,0,1
Bird,Siamese,111,Brown,Medium,18.50398784208796,1,0,14,265,1,1
Dog,Persian,24,White,Medium,15.60497820123444,1,0,8,137,0,1
Rabbit,Poodle,27,Orange,Large,26.14531991759429,1,1,48,433,0,0
Rabbit,Parakeet,40,White,Small,28.627513128473197,0,0,13,43,0,0
Dog,Labrador,164,Brown,Medium,12.740936798926183,0,0,24,373,1,1
Dog,Poodle,24,Black,Small,15.684166045143558,0,0,79,431,1,0
Bird,Parakeet,24,Orange,Large,29.17397434732004,1,0,65,470,0,0
Rabbit,Poodle,4,White,Medium,9.010929307071162,0,1,86,261,0,0
Dog,Persian,67,Gray,Small,23.9793324854056,1,0,34,215,0,0
Bird,Persian,34,Black,Medium,7.531957167722142,0,1,51,120,1,0
Rabbit,Persian,177,White,Medium,20.762343347332887,1,0,3,151,0,1
Cat,Golden Retriever,116,Gray,Medium,8.35485320151836,1,0,78,212,1,1
Bird,Golden Retriever,23,Brown,Medium,26.62826827611022,0,0,58,233,0,1
Rabbit,Labrador,109,Gray,Medium,17.28286036836363,0,1,72,350,0,0
Rabbit,Persian,69,White,Medium,6.392075585357153,1,0,55,110,0,1
Bird,Parakeet,95,White,Medium,7.506706095256095,0,0,80,441,1,0
Cat,Poodle,62,Brown,Large,15.321626675534908,0,0,42,360,0,0
Bird,Siamese,169,Gray,Large,28.88645874167149,0,0,21,319,1,0
Rabbit,Parakeet,57,Gray,Medium,23.31962275262598,1,0,10,221,0,1
Dog,Golden Retriever,54,Brown,Medium,15.160979641949508,1,1,57,439,0,0
Dog,Golden Retriever,70,Gray,Large,10.793855192304296,1,0,25,225,1,0
Bird,Parakeet,101,Brown,Large,16.928786307104836,0,0,56,209,1,0
Rabbit,Golden Retriever,57,Black,Large,22.70246416942997,1,0,38,395,1,0
Dog,Persian,138,White,Medium,23.7339290651312,1,0,86,418,0,1
Rabbit,Labrador,168,Black,Small,10.413655144811395,1,0,61,70,0,1
Bird,Poodle,135,Orange,Small,21.91361877820244,0,0,47,488,0,0
Dog,Labrador,103,Orange,Small,20.0758746210494,1,0,54,359,0,1
Rabbit,Poodle,166,Orange,Small,28.814256467892523,1,0,46,88,1,0
Dog,Poodle,85,Brown,Medium,28.00161842473243,1,0,68,261,0,1
Bird,Labrador,61,Gray,Small,23.892000442503733,0,0,4,448,0,0
Rabbit,Parakeet,3,Black,Large,21.978445976792923,0,0,66,365,0,0
Dog,Poodle,128,Black,Large,8.947206101424,0,0,43,463,0,0
Bird,Labrador,179,Black,Small,25.53299242685747,0,0,62,187,0,0
Dog,Poodle,86,Black,Large,13.39766540768762,1,0,85,111,0,0
Dog,Siamese,47,Orange,Medium,8.894975732675295,1,0,85,451,0,1
Cat,Parakeet,76,Black,Small,12.140661980650412,1,0,85,412,0,0
Cat,Persian,38,Gray,Small,25.24212921047873,0,0,4,421,1,0
Bird,Poodle,164,Orange,Medium,5.310363251758665,0,0,65,238,0,0
Cat,Siamese,169,Black,Large,14.228603492474852,0,0,62,475,0,0
Bird,Persian,141,Brown,Medium,15.2783702413552,0,1,2,255,1,0
Cat,Persian,87,White,Medium,2.0622612303657624,1,0,9,149,1,1
Dog,Poodle,58,White,Large,6.676634856896794,0,0,57,126,1,0
Bird,Labrador,50,White,Medium,24.97553042869984,0,1,45,391,1,0
Bird,Poodle,30,Orange,Large,25.09225426924806,1,0,18,318,0,0
Dog,Siamese,101,Black,Large,9.480037432643192,1,0,48,479,0,0
Bird,Persian,25,Orange,Medium,26.37201980333986,1,0,42,480,0,1
Bird,Poodle,112,Gray,Large,23.381705232982085,1,0,41,396,0,0
Cat,Labrador,155,Brown,Medium,13.119317030066874,0,0,75,410,1,1
Bird,Poodle,179,Brown,Large,22.703783987746096,1,0,89,401,0,0
Rabbit,Parakeet,126,White,Small,28.878704304649386,1,0,58,273,1,0
Dog,Labrador,123,White,Large,14.310121823895116,1,0,42,332,1,1
Cat,Siamese,47,White,Large,7.914388189651025,1,0,35,469,0,0
Cat,Persian,118,Black,Medium,28.31267850145452,0,0,38,445,1,0
Rabbit,Poodle,39,Gray,Large,18.50858436833444,1,0,67,397,0,0
Dog,Labrador,16,Gray,Small,4.052689711932333,0,0,41,138,0,1
Dog,Parakeet,22,Gray,Small,17.607801659843993,1,0,50,102,1,1
Cat,Labrador,54,Gray,Large,15.516845794000664,1,0,86,241,0,1
Bird,Golden Retriever,149,White,Large,25.81207792819134,1,0,72,116,1,0
Cat,Parakeet,16,Brown,Small,16.39016050314212,1,0,79,213,0,1
Dog,Siamese,59,White,Medium,8.401740595984219,1,1,45,483,0,0
Rabbit,Persian,31,Gray,Small,20.59367785208177,0,1,71,16,1,0
Cat,Siamese,170,White,Small,16.734688123531825,1,0,19,178,0,0
Dog,Poodle,32,Gray,Large,7.758294219739301,1,0,17,223,0,0
Cat,Labrador,162,Orange,Large,17.63520788034433,0,0,65,269,0,0
Bird,Golden Retriever,9,Brown,Small,24.824531758800894,1,0,77,489,1,1
Cat,Parakeet,139,Orange,Medium,1.8285566139963023,1,1,56,312,0,0
Cat,Parakeet,10,Black,Small,19.29468012070824,1,0,41,348,1,1
Dog,Labrador,17,White,Small,11.13797067774737,1,1,42,133,0,1
Dog,Golden Retriever,68,Black,Medium,9.4874719270233,1,0,6,113,0,1
Dog,Labrador,48,White,Small,12.385044760472226,0,0,69,440,1,0
Cat,Poodle,111,Orange,Small,10.918657263191468,0,0,75,131,0,0
Bird,Siamese,153,Gray,Large,25.134934094544807,1,0,73,138,0,0
Rabbit,Parakeet,123,Gray,Medium,8.969136512269117,1,0,40,364,1,1
Rabbit,Poodle,149,White,Large,22.261437670090977,1,0,41,231,1,0
Dog,Siamese,101,Gray,Large,3.727734786629073,0,0,9,457,0,0
Dog,Poodle,102,Orange,Medium,28.59049480204805,0,0,8,374,0,0
Cat,Golden Retriever,65,Gray,Medium,19.047182480208,0,0,44,91,1,0
Rabbit,Parakeet,51,Orange,Small,21.494838734292244,1,0,58,266,1,0
Dog,Labrador,36,Black,Large,9.64314063073908,1,1,67,98,1,0
Bird,Labrador,81,Orange,Medium,12.950800492535324,1,0,13,206,0,1
Bird,Siamese,127,Brown,Large,7.4895732018583105,0,0,19,7,1,0
Dog,Persian,88,Brown,Large,28.043546488264493,0,1,49,467,0,0
Dog,Golden Retriever,104,Brown,Medium,15.155028965939954,1,0,80,369,0,1
Rabbit,Siamese,15,White,Small,19.28299535408171,0,0,82,442,0,0
Rabbit,Persian,96,White,Large,22.293888885390743,1,1,78,404,0,0
Cat,Poodle,167,White,Medium,11.76207664188663,1,0,30,320,0,1
Rabbit,Golden Retriever,123,Orange,Small,21.88294798163509,1,0,66,92,0,0
Bird,Poodle,1,White,Large,20.603782202933864,1,0,77,407,0,1
Bird,Parakeet,151,Black,Medium,21.46412068234445,1,0,59,157,0,1
Dog,Golden Retriever,122,Brown,Large,15.187667105933771,0,0,53,359,0,0
Rabbit,Persian,167,Orange,Medium,12.105184086456896,1,1,52,98,0,0
Cat,Parakeet,126,Brown,Medium,7.440383458060706,1,0,81,224,0,1
Bird,Labrador,57,White,Large,24.914164231225893,0,0,31,339,0,0
Bird,Persian,81,Orange,Large,18.642151349418683,1,0,15,440,0,0
Cat,Siamese,162,Gray,Medium,13.886213686827354,0,0,20,207,0,0
Cat,Labrador,169,Black,Small,28.37588129460773,0,1,5,72,1,0
Bird,Labrador,73,White,Large,2.3873255627041257,0,0,7,478,1,0
Bird,Siamese,141,White,Medium,25.65498641094638,1,1,18,400,1,0
Cat,Golden Retriever,70,Black,Medium,29.9298951954332,1,0,56,58,0,1
Bird,Labrador,6,Black,Small,26.721321215603155,1,0,75,286,0,1
Dog,Persian,84,Gray,Small,24.502660982853133,0,1,45,63,0,0
Dog,Parakeet,52,White,Small,11.854873808783417,1,1,28,255,1,0
Cat,Labrador,3,White,Large,7.708111285606511,1,1,50,47,0,1
Rabbit,Persian,81,Brown,Medium,22.31066509448843,1,0,2,278,0,1
Cat,Poodle,63,Orange,Medium,9.832685622368484,0,0,84,197,0,0
Cat,Persian,49,Orange,Medium,6.1051507824941496,0,0,68,157,0,0
Rabbit,Parakeet,76,Brown,Small,23.809250726004148,0,1,77,310,1,0
Rabbit,Persian,112,Orange,Medium,10.063765914864945,1,0,24,6,1,1
Rabbit,Siamese,175,Black,Large,27.51881015513281,1,0,48,247,1,0
Dog,Parakeet,109,Orange,Small,25.378346699754637,1,0,45,367,0,0
Bird,Golden Retriever,65,Orange,Small,25.5815695557684,1,0,58,231,1,0
Dog,Poodle,81,Brown,Small,23.37552205561896,1,1,36,105,0,0
Bird,Siamese,15,Gray,Small,26.545561289467365,1,0,2,493,1,1
Dog,Golden Retriever,100,Orange,Large,24.366659873165485,1,0,18,458,0,0
Bird,Persian,32,Orange,Medium,18.47282954366713,0,0,49,97,0,0
Dog,Parakeet,96,Gray,Large,9.578858838874032,0,0,8,267,0,0
Rabbit,Poodle,128,Brown,Medium,26.758066603210324,1,0,58,59,0,1
Cat,Siamese,146,Gray,Large,25.377505060422564,1,0,15,499,1,0
Dog,Golden Retriever,113,Brown,Small,14.713500344105809,0,0,17,307,1,0
Bird,Golden Retriever,83,Black,Small,2.1332818940567004,1,0,23,492,0,0
Rabbit,Poodle,43,Brown,Large,19.51776809465549,1,0,66,494,0,0
Dog,Persian,116,Black,Large,2.46730875662087,1,0,70,410,0,0
Dog,Poodle,163,Black,Medium,27.86211889360381,1,0,27,139,1,1
Rabbit,Golden Retriever,78,Brown,Large,28.887306442133905,1,0,37,396,0,0
Dog,Labrador,58,White,Large,6.495214231088522,1,0,49,327,0,1
Cat,Siamese,33,Brown,Medium,20.615291963592387,0,0,64,463,0,0
Dog,Poodle,14,Orange,Medium,3.67580113232012,1,1,34,189,0,1
Cat,Golden Retriever,162,Orange,Medium,22.15599092862054,1,0,18,124,1,1
Cat,Persian,132,White,Large,11.071342318427565,1,0,64,412,0,0
Rabbit,Golden Retriever,59,Black,Medium,20.750453240182917,1,1,74,162,0,0
Dog,Persian,157,White,Small,11.813418766863158,0,0,44,59,1,0
Rabbit,Poodle,83,Orange,Small,5.221457785163836,1,1,17,412,0,0
Dog,Persian,134,White,Small,12.777189434574176,0,0,59,30,0,0
Dog,Parakeet,121,Brown,Large,4.267532272408911,1,1,13,332,0,0
Bird,Parakeet,177,White,Small,17.72961497433143,1,1,52,75,0,0
Dog,Parakeet,168,Black,Large,2.187594432334913,1,0,60,242,0,0
Rabbit,Labrador,83,Brown,Large,16.292270708395932,1,0,42,316,1,1
Cat,Poodle,27,Gray,Small,26.704690765770685,1,0,64,257,1,0
Dog,Golden Retriever,80,Orange,Medium,25.29832483346152,0,0,66,416,1,0
Bird,Golden Retriever,134,Orange,Large,26.60066928916841,1,0,34,455,1,0
Rabbit,Labrador,13,White,Small,27.739415261686112,0,0,87,189,0,1
Dog,Persian,64,Brown,Large,4.031308748395133,1,0,71,488,0,0
Rabbit,Labrador,147,Gray,Medium,4.733668883395679,0,0,64,376,0,1
Bird,Persian,80,Brown,Medium,17.15319738308073,1,1,33,314,1,0
Bird,Persian,123,Orange,Small,26.925207384308447,1,0,12,295,0,0
Rabbit,Siamese,43,Brown,Large,29.25613423919689,1,0,76,176,0,0
Dog,Golden Retriever,89,Gray,Large,2.3415956028599987,1,0,19,488,0,0
Cat,Parakeet,148,White,Large,11.317448441819144,1,0,9,287,0,0
Bird,Persian,95,Black,Large,7.17393338513981,1,0,74,293,0,0
Dog,Siamese,172,Brown,Small,22.923009619006194,1,1,17,347,1,0
Dog,Golden Retriever,151,Black,Medium,19.56562218757393,1,0,50,206,0,1
Cat,Parakeet,2,Orange,Small,4.4767529130315165,1,0,39,214,1,1
Bird,Persian,120,White,Large,15.022139953584173,1,1,41,343,0,0
Bird,Persian,22,White,Large,20.87777514876745,1,1,10,140,1,0
Dog,Labrador,115,Brown,Medium,23.59115642379709,1,0,12,84,1,1
Dog,Labrador,57,White,Large,1.5815285837362474,1,0,79,181,1,1
Cat,Golden Retriever,72,Brown,Small,26.823617645532806,1,0,15,331,0,0
Cat,Parakeet,7,Brown,Small,17.509160105565208,0,0,28,127,0,0
Bird,Persian,119,Black,Medium,24.545364333837234,1,1,4,268,0,0
Rabbit,Golden Retriever,114,White,Small,24.43020287041422,1,0,36,38,0,0
Bird,Golden Retriever,16,Brown,Small,6.505727147858105,1,0,65,22,0,1
Dog,Poodle,83,Black,Small,4.19499148735536,1,1,47,241,1,0
Bird,Labrador,179,Gray,Small,21.91733080024097,0,0,81,365,0,0
Rabbit,Parakeet,72,Black,Large,5.536380645826953,0,1,39,106,0,0
Cat,Persian,124,Black,Small,25.64818725073699,1,0,38,347,0,0
Rabbit,Golden Retriever,113,Brown,Medium,22.05949503200105,1,0,44,141,1,1
Rabbit,Persian,12,Orange,Medium,25.412935566592616,1,0,51,144,1,1
Rabbit,Poodle,126,Orange,Small,9.671367708671037,1,0,85,279,0,0
Cat,Parakeet,53,Orange,Medium,10.181343751906502,1,0,26,244,0,1
Rabbit,Golden Retriever,75,Black,Small,20.46542513404321,1,0,36,441,1,0
Rabbit,Persian,133,Brown,Medium,1.9119326967094787,1,0,69,190,0,1
Rabbit,Labrador,27,White,Medium,22.06840564378526,1,1,1,289,0,1
Dog,Poodle,140,Black,Small,25.23770905478344,1,0,53,178,1,0
Rabbit,Parakeet,145,Black,Small,13.039744011519016,0,0,6,111,1,0
Cat,Poodle,134,Brown,Large,23.18148607256559,1,0,37,213,0,0
Rabbit,Labrador,97,Gray,Small,6.063716592485596,1,1,2,137,0,0
Rabbit,Parakeet,5,Black,Small,10.345551420765055,1,0,69,373,0,1
Cat,Poodle,57,Gray,Large,29.254843930203844,1,0,41,199,0,0
Rabbit,Siamese,156,Gray,Small,29.603517033243666,1,0,51,404,0,0
Cat,Labrador,78,Orange,Small,15.865546537626052,0,0,47,420,0,0
Rabbit,Labrador,69,Brown,Large,28.09382395245243,1,0,13,6,0,1
Cat,Labrador,118,Gray,Small,16.15918966364878,0,0,76,345,0,0
Rabbit,Siamese,120,Brown,Small,9.456055716673562,1,0,69,12,0,0
Rabbit,Siamese,59,Orange,Large,8.740079354864383,1,1,66,79,0,0
Dog,Persian,33,Brown,Large,27.955665455676314,1,1,59,285,0,0
Dog,Golden Retriever,62,Black,Medium,6.000945280241914,0,0,68,158,0,0
Rabbit,Poodle,50,Gray,Small,17.809341287852728,0,0,59,388,0,0
Rabbit,Persian,112,Brown,Medium,17.110226973818868,0,0,10,415,0,0
Bird,Poodle,19,White,Medium,22.44902885493685,0,0,13,271,1,1
Cat,Golden Retriever,123,Brown,Large,15.478044318218467,1,1,2,494,0,0
Bird,Siamese,47,Gray,Small,8.896284160535892,1,0,15,200,1,0
Dog,Golden Retriever,167,Orange,Small,5.9124984893157775,1,0,46,149,0,0
Dog,Siamese,33,Orange,Large,19.00374530167086,0,1,57,447,0,0
Dog,Golden Retriever,141,Gray,Medium,21.85073194874376,1,0,10,427,0,1
Dog,Persian,84,Black,Large,17.516117081778948,1,0,22,295,0,0
Rabbit,Parakeet,135,Black,Small,22.41218703651465,0,0,89,492,1,0
Dog,Persian,79,Orange,Large,5.104114871048844,1,0,79,292,1,0
Rabbit,Poodle,14,Orange,Small,26.59163565335093,0,0,77,333,1,0
Rabbit,Persian,147,Gray,Medium,17.88946974384659,0,0,8,271,0,0
Dog,Labrador,128,Black,Small,4.678473879885318,1,0,21,42,0,1
Dog,Poodle,54,Orange,Medium,14.395830921966317,1,0,85,467,0,1
Cat,Golden Retriever,148,Black,Medium,25.498960398111432,1,0,22,318,0,1
Bird,Poodle,29,Orange,Small,27.029303610141643,1,0,45,491,0,0
Dog,Parakeet,24,Brown,Small,8.674835644964084,1,0,40,14,1,0
Cat,Siamese,82,White,Medium,21.62670891660314,1,0,22,247,1,1
Cat,Golden Retriever,63,Brown,Large,3.899572177029524,1,0,30,171,0,0
Bird,Poodle,105,Orange,Small,1.9728302709525765,1,0,62,217,0,0
Rabbit,Golden Retriever,57,White,Medium,17.25156966077834,0,0,73,136,0,0
Dog,Golden Retriever,136,White,Medium,21.14999980051565,0,0,45,320,0,0
Bird,Golden Retriever,62,Orange,Large,24.07781520411856,1,0,35,226,0,0
Dog,Siamese,157,Orange,Small,10.866270915204703,1,0,82,43,1,0
Cat,Persian,17,Black,Medium,1.1892369024377227,0,0,42,19,0,1
Cat,Golden Retriever,66,Orange,Large,14.90605787622926,1,0,5,492,0,0
Rabbit,Labrador,6,Gray,Medium,1.4597528158334423,0,0,27,118,0,1
Cat,Parakeet,58,Orange,Small,3.667550809453198,1,0,70,453,0,0
Cat,Siamese,69,Gray,Large,10.473981653420704,0,1,62,233,1,0
Bird,Poodle,156,Orange,Medium,13.677989437245138,1,0,32,457,0,1
Dog,Siamese,62,Black,Large,9.104613795659809,1,1,8,367,1,0
Dog,Poodle,169,Gray,Small,17.874092728636526,0,0,85,378,0,0
Bird,Siamese,82,Brown,Large,2.6051438873247603,1,0,18,416,1,0
Rabbit,Poodle,169,Gray,Small,5.192811596947957,1,0,78,335,0,0
Dog,Golden Retriever,177,Black,Medium,21.16249362190757,0,0,15,355,0,0
Cat,Persian,177,Gray,Small,5.122084754339614,0,0,26,261,1,0
Dog,Poodle,71,Orange,Medium,19.55348084554225,1,0,53,82,1,1
Cat,Poodle,131,Orange,Medium,2.585854001847601,1,1,44,30,1,0
Rabbit,Labrador,10,Black,Small,12.814086094455073,1,1,32,321,0,1
Bird,Poodle,98,White,Medium,6.144874633514288,0,0,28,273,1,0
Dog,Labrador,89,Orange,Large,4.179452193520406,1,1,39,233,1,0
Bird,Parakeet,35,Brown,Medium,17.4439507215356,0,1,32,27,0,0
Dog,Golden Retriever,2,Black,Small,27.92173738816303,1,1,77,251,1,0
Cat,Labrador,124,Gray,Large,2.588824389782916,1,0,79,323,0,1
Bird,Persian,24,Gray,Large,13.225073198322992,1,0,18,252,0,0
Dog,Golden Retriever,74,Brown,Medium,21.518527694617863,1,0,70,448,0,1
Cat,Labrador,166,Orange,Medium,14.417947118946984,1,0,11,238,1,1
Bird,Golden Retriever,22,Black,Small,24.388382437052112,1,1,32,489,0,0
Bird,Golden Retriever,154,Brown,Large,6.209714160059819,1,0,20,369,0,0
Dog,Golden Retriever,171,Orange,Small,28.828231945804475,1,0,40,463,0,0
Dog,Parakeet,39,Black,Medium,12.169716205403676,1,1,8,428,0,0
Dog,Persian,157,Gray,Large,10.905519355383978,1,0,35,313,0,0
Cat,Siamese,20,Black,Small,26.36356804059181,1,1,69,174,0,0
Dog,Siamese,41,White,Small,17.35214392486123,1,0,78,193,1,0
Bird,Labrador,148,Black,Small,15.976885915181825,1,0,21,179,1,1
Bird,Golden Retriever,108,White,Small,22.082359666324496,1,0,24,419,1,0
Dog,Labrador,147,Black,Small,17.81519291015162,1,0,17,384,1,1
Dog,Parakeet,84,White,Large,5.712953697956345,1,0,18,294,0,0
Rabbit,Parakeet,111,Gray,Small,20.55173106308296,1,1,12,214,0,0
Bird,Poodle,66,Orange,Large,4.870597499181725,1,1,16,473,0,0
Cat,Parakeet,158,White,Small,24.3698734546878,1,0,4,202,0,0
Rabbit,Poodle,53,White,Medium,29.70236133365586,1,0,89,249,1,1
Dog,Persian,34,Gray,Medium,11.944241124268512,1,1,34,361,0,0
Dog,Labrador,150,White,Small,13.897921047858365,1,0,46,256,1,1
Bird,Persian,67,Brown,Medium,2.346576009001557,1,0,75,74,0,1
Dog,Parakeet,134,Gray,Large,1.39826245439477,1,1,77,343,1,0
Cat,Persian,27,Brown,Small,27.721160711413503,0,1,31,201,0,0
Bird,Persian,10,Gray,Large,4.73009775273657,0,0,25,141,0,0
Dog,Persian,73,White,Small,13.92758367922464,0,0,74,205,1,0
Bird,Parakeet,96,Brown,Medium,24.64528409181128,1,0,24,198,0,1
Dog,Golden Retriever,48,White,Large,26.790244037921266,1,0,65,406,1,0
Dog,Persian,70,Gray,Medium,16.06253287322056,0,1,25,170,0,0
Dog,Poodle,100,White,Medium,17.385943224302544,1,1,28,405,0,0
Cat,Parakeet,59,Brown,Small,20.4208352014349,1,0,36,315,1,0
Cat,Persian,2,Brown,Large,28.88009163416774,1,0,82,227,0,1
